"","Region","År","Utbildning","Kön","Region_kod","Utbildningskod","Förvärvsgrad","Matchad_förvärvsgrad","Skillnad_förvärsgrad","Antal_personer","Könsskillnad_mf","Andel_män","Andel nya förvärvsarbetande","Andel jobbytare","Andel totalt jobbinflöde","Förvärvsarbetande","Arbetslösa","Utanför_arbetsmarknaden","Totalt","Andel_arbetslösa","Andel_utanför_arbetsmarknaden"
"1","Blekinge","2006","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1446,109,180,1787,6.09960828203693,10.0727476217124
"2","Blekinge","2006","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796,76,148,2028,3.74753451676529,7.29783037475345
"3","Blekinge","2006","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2305,120,198,2688,4.46428571428571,7.36607142857143
"4","Blekinge","2006","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1556,69,100,1733,3.98153491055972,5.77034045008655
"5","Blekinge","2006","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322,70,NA,2626,2.66565118050267,NA
"6","Blekinge","2006","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3819,235,734,4859,4.83638608767236,15.1059888866022
"7","Blekinge","2006","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337,219,644,5225,4.19138755980861,12.3253588516746
"8","Blekinge","2006","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257,53,124,1449,3.65769496204279,8.5576259489303
"9","Blekinge","2006","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,105,181,1436,7.31197771587744,12.6044568245125
"10","Blekinge","2006","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,31,NA,732,4.23497267759563,NA
"11","Blekinge","2006","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,19,29,560,3.39285714285714,5.17857142857143
"12","Blekinge","2006","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4450,190,759,5448,3.48751835535977,13.931718061674
"13","Blekinge","2007","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.7,8.2,14.9,NA,NA,NA,NA,NA,NA
"14","Blekinge","2007","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,13.9,16.7,30.6,NA,NA,NA,NA,NA,NA
"15","Blekinge","2007","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.7,9.4,17.1,1518,78,182,1841,4.2368278109723,9.88593155893536
"16","Blekinge","2007","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Blekinge","2007","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,4.6,11.9,16.5,NA,NA,NA,NA,NA,NA
"18","Blekinge","2007","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,12,16.5,1857,54,164,2081,2.59490629505046,7.88082652570879
"19","Blekinge","2007","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.4,10.3,14.7,NA,NA,NA,NA,NA,NA
"20","Blekinge","2007","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,5,9.8,14.8,NA,NA,NA,NA,NA,NA
"21","Blekinge","2007","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5,9.8,14.8,2383,112,214,2756,4.06386066763425,7.76487663280116
"22","Blekinge","2007","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Blekinge","2007","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,3.7,12.6,16.3,NA,NA,NA,NA,NA,NA
"24","Blekinge","2007","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.9,12.6,16.5,1606,66,101,1779,3.70994940978078,5.67734682405846
"25","Blekinge","2007","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.5,6.3,9.7,NA,NA,NA,NA,NA,NA
"26","Blekinge","2007","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.5,7.8,9.3,NA,NA,NA,NA,NA,NA
"27","Blekinge","2007","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.7,7.7,9.3,2228,39,247,2514,1.55131264916468,9.82498011137629
"28","Blekinge","2007","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.7,7.4,12.1,NA,NA,NA,NA,NA,NA
"29","Blekinge","2007","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,3.7,12.5,16.2,NA,NA,NA,NA,NA,NA
"30","Blekinge","2007","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,8.7,13.2,3762,191,763,4760,4.01260504201681,16.0294117647059
"31","Blekinge","2007","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.3,6.3,11.5,NA,NA,NA,NA,NA,NA
"32","Blekinge","2007","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,3.4,9.2,12.6,NA,NA,NA,NA,NA,NA
"33","Blekinge","2007","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,8.9,12.5,4334,166,649,5175,3.20772946859903,12.5410628019324
"34","Blekinge","2007","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.3,16.2,26.5,NA,NA,NA,NA,NA,NA
"35","Blekinge","2007","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,2.7,13.5,16.1,NA,NA,NA,NA,NA,NA
"36","Blekinge","2007","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,14.1,18.6,1274,46,116,1451,3.17022742935906,7.99448656099242
"37","Blekinge","2007","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,8.7,12.7,21.4,NA,NA,NA,NA,NA,NA
"38","Blekinge","2007","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,8.7,18.3,27,NA,NA,NA,NA,NA,NA
"39","Blekinge","2007","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,8.7,15,23.7,1171,82,210,1495,5.48494983277592,14.0468227424749
"40","Blekinge","2007","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
"41","Blekinge","2007","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2,NA,NA,NA,NA,NA,NA
"42","Blekinge","2007","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.2,16.9,21.1,610,17,109,739,2.30040595399188,14.7496617050068
"43","Blekinge","2007","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Blekinge","2007","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,3.8,11.3,15.1,NA,NA,NA,NA,NA,NA
"45","Blekinge","2007","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.8,11.3,15.1,525,18,31,578,3.11418685121107,5.36332179930796
"46","Blekinge","2007","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.3,8.8,NA,NA,NA,NA,NA,NA
"47","Blekinge","2007","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,4.9,5.5,10.3,NA,NA,NA,NA,NA,NA
"48","Blekinge","2007","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.5,4.4,8.9,4480,112,761,5414,2.06871074990765,14.0561507203546
"49","Blekinge","2008","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.7,8.3,14.1,NA,NA,NA,NA,NA,NA
"50","Blekinge","2008","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,7.1,17.4,24.6,NA,NA,NA,NA,NA,NA
"51","Blekinge","2008","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.9,9.7,15.6,1551,106,176,1891,5.60549973558963,9.30724484399788
"52","Blekinge","2008","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Blekinge","2008","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA,NA,NA,NA,NA,NA
"54","Blekinge","2008","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.5,14.5,17.9,1891,80,158,2134,3.74882849109653,7.40393626991565
"55","Blekinge","2008","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,10.6,4.5,15.2,NA,NA,NA,NA,NA,NA
"56","Blekinge","2008","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,3.1,10.7,13.7,NA,NA,NA,NA,NA,NA
"57","Blekinge","2008","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.3,10.5,13.8,2408,138,221,2814,4.90405117270789,7.85358919687278
"58","Blekinge","2008","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Blekinge","2008","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA
"60","Blekinge","2008","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.6,10.4,13,1608,83,120,1817,4.56796917996698,6.6042927903137
"61","Blekinge","2008","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.2,6.6,8.8,NA,NA,NA,NA,NA,NA
"62","Blekinge","2008","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,1.5,7.2,8.6,NA,NA,NA,NA,NA,NA
"63","Blekinge","2008","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.5,7.1,8.7,2108,43,233,2384,1.80369127516779,9.77348993288591
"64","Blekinge","2008","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3,7.1,10.1,NA,NA,NA,NA,NA,NA
"65","Blekinge","2008","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,4.4,10.1,14.5,NA,NA,NA,NA,NA,NA
"66","Blekinge","2008","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.4,7.9,11.2,3623,208,745,4611,4.51095207113424,16.1570158317068
"67","Blekinge","2008","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.6,6.1,9.6,NA,NA,NA,NA,NA,NA
"68","Blekinge","2008","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,2.2,7.4,9.6,NA,NA,NA,NA,NA,NA
"69","Blekinge","2008","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.4,7.2,9.6,4198,238,676,5129,4.64028075648275,13.1799571066485
"70","Blekinge","2008","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,9,11.4,20.3,NA,NA,NA,NA,NA,NA
"71","Blekinge","2008","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,2.5,11.7,14.1,NA,NA,NA,NA,NA,NA
"72","Blekinge","2008","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4,11.6,15.6,1262,53,121,1453,3.64762560220234,8.32759807295251
"73","Blekinge","2008","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.2,16,22.2,NA,NA,NA,NA,NA,NA
"74","Blekinge","2008","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,8,20,27.9,NA,NA,NA,NA,NA,NA
"75","Blekinge","2008","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.9,17.6,24.5,1194,95,194,1510,6.29139072847682,12.8476821192053
"76","Blekinge","2008","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Blekinge","2008","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA
"78","Blekinge","2008","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.7,16.5,18.2,614,30,107,751,3.99467376830892,14.2476697736352
"79","Blekinge","2008","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Blekinge","2008","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Blekinge","2008","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4,9.2,13.2,538,14,27,583,2.40137221269297,4.63121783876501
"82","Blekinge","2008","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.9,6.5,NA,NA,NA,NA,NA,NA
"83","Blekinge","2008","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,3.1,5.2,8.3,NA,NA,NA,NA,NA,NA
"84","Blekinge","2008","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.6,4,6.6,4366,133,791,5350,2.48598130841122,14.785046728972
"85","Blekinge","2009","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.4,7.7,12.1,NA,NA,NA,NA,NA,NA
"86","Blekinge","2009","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,4,14.6,18.6,NA,NA,NA,NA,NA,NA
"87","Blekinge","2009","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.4,8.6,13,1479,181,189,1919,9.43199583116206,9.84887962480459
"88","Blekinge","2009","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Blekinge","2009","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8,NA,NA,NA,NA,NA,NA
"90","Blekinge","2009","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.3,14.6,16.9,1811,166,166,2159,7.68874478925428,7.68874478925428
"91","Blekinge","2009","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.3,6.3,12.7,NA,NA,NA,NA,NA,NA
"92","Blekinge","2009","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,2.5,7.9,10.5,NA,NA,NA,NA,NA,NA
"93","Blekinge","2009","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.6,7.9,10.5,2349,245,206,2884,8.49514563106796,7.14285714285714
"94","Blekinge","2009","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Blekinge","2009","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,2.8,10.1,12.9,NA,NA,NA,NA,NA,NA
"96","Blekinge","2009","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.8,10.2,13,1501,172,116,1802,9.5449500554939,6.43729189789123
"97","Blekinge","2009","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA
"98","Blekinge","2009","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA
"99","Blekinge","2009","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.1,6.7,7.8,1978,69,NA,2267,3.04367004852228,NA
"100","Blekinge","2009","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,3.1,6.4,9.5,NA,NA,NA,NA,NA,NA
"101","Blekinge","2009","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,2.5,8.6,11.1,NA,NA,NA,NA,NA,NA
"102","Blekinge","2009","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.9,7,9.9,3430,300,714,4500,6.66666666666667,15.8666666666667
"103","Blekinge","2009","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.8,8.1,10.9,NA,NA,NA,NA,NA,NA
"104","Blekinge","2009","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,1.3,8,9.3,NA,NA,NA,NA,NA,NA
"105","Blekinge","2009","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.5,8,9.5,3868,542,640,5095,10.6378802747792,12.5613346418057
"106","Blekinge","2009","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.3,14.1,20.4,NA,NA,NA,NA,NA,NA
"107","Blekinge","2009","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,1.7,8.8,10.5,NA,NA,NA,NA,NA,NA
"108","Blekinge","2009","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.8,10.1,12.8,1214,101,125,1476,6.84281842818428,8.46883468834688
"109","Blekinge","2009","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.8,15.4,20.2,NA,NA,NA,NA,NA,NA
"110","Blekinge","2009","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,6.5,15.2,21.7,NA,NA,NA,NA,NA,NA
"111","Blekinge","2009","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.4,15.3,20.8,1145,150,195,1519,9.87491770901909,12.8373930217248
"112","Blekinge","2009","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Blekinge","2009","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA,NA,NA,NA
"114","Blekinge","2009","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,3.6,12,15.6,589,59,NA,752,7.84574468085106,NA
"115","Blekinge","2009","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Blekinge","2009","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Blekinge","2009","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.3,9.7,11,565,54,42,665,8.1203007518797,6.31578947368421
"118","Blekinge","2009","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,2.4,3,5.4,NA,NA,NA,NA,NA,NA
"119","Blekinge","2009","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,2,3,4.9,NA,NA,NA,NA,NA,NA
"120","Blekinge","2009","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.3,3,5.4,4165,215,781,5225,4.11483253588517,14.9473684210526
"121","Blekinge","2010","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,7.9,7,14.9,NA,NA,NA,NA,NA,NA
"122","Blekinge","2010","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,15.7,12.5,28.2,NA,NA,NA,NA,NA,NA
"123","Blekinge","2010","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,9,7.8,16.8,1570,186,171,1998,9.30930930930931,8.55855855855856
"124","Blekinge","2010","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Blekinge","2010","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA
"126","Blekinge","2010","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.8,11.6,18.4,1923,141,159,2235,6.30872483221477,7.11409395973154
"127","Blekinge","2010","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,6.2,13.8,20,NA,NA,NA,NA,NA,NA
"128","Blekinge","2010","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,6.2,8.6,14.7,NA,NA,NA,NA,NA,NA
"129","Blekinge","2010","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.2,8.7,14.9,2398,241,220,2942,8.19170632222978,7.47790618626784
"130","Blekinge","2010","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Blekinge","2010","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA
"132","Blekinge","2010","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.3,9.5,15.7,1582,148,107,1849,8.00432666306111,5.78691184424013
"133","Blekinge","2010","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA
"134","Blekinge","2010","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA
"135","Blekinge","2010","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,1.8,7.2,9,1876,68,187,2135,3.18501170960187,8.75878220140515
"136","Blekinge","2010","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.2,6,11.2,NA,NA,NA,NA,NA,NA
"137","Blekinge","2010","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.2,7.9,13,NA,NA,NA,NA,NA,NA
"138","Blekinge","2010","Handel- och administration","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.2,6.5,11.7,3355,322,663,4396,7.32484076433121,15.0818926296633
"139","Blekinge","2010","Industri","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,9.4,5,14.4,NA,NA,NA,NA,NA,NA
"140","Blekinge","2010","Industri","män",NA,NA,NA,NA,NA,NA,NA,NA,6.9,7.1,13.9,NA,NA,NA,NA,NA,NA
"141","Blekinge","2010","Industri","totalt",NA,NA,NA,NA,NA,NA,NA,NA,7.1,6.9,14,3978,474,588,5069,9.35095679621227,11.5999210889722
"142","Blekinge","2010","Naturbruk","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,14.8,9.8,24.6,NA,NA,NA,NA,NA,NA
"143","Blekinge","2010","Naturbruk","män",NA,NA,NA,NA,NA,NA,NA,NA,3.7,10.1,13.7,NA,NA,NA,NA,NA,NA
"144","Blekinge","2010","Naturbruk","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.5,10,16.5,1230,97,120,1483,6.54079568442347,8.09170600134862
"145","Blekinge","2010","Restaurang- och livsmedel","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,9.5,10.7,20.2,NA,NA,NA,NA,NA,NA
"146","Blekinge","2010","Restaurang- och livsmedel","män",NA,NA,NA,NA,NA,NA,NA,NA,12.4,17.5,29.9,NA,NA,NA,NA,NA,NA
"147","Blekinge","2010","Restaurang- och livsmedel","totalt",NA,NA,NA,NA,NA,NA,NA,NA,10.7,13.4,24.1,1201,146,170,1545,9.44983818770227,11.0032362459547
"148","Blekinge","2010","Transport","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Blekinge","2010","Transport","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA
"150","Blekinge","2010","Transport","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.7,13.5,20.2,632,52,83,773,6.72703751617076,10.7373868046572
"151","Blekinge","2010","VVS- och fastighet","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Blekinge","2010","VVS- och fastighet","män",NA,NA,NA,NA,NA,NA,NA,NA,6.6,10.1,16.7,NA,NA,NA,NA,NA,NA
"153","Blekinge","2010","VVS- och fastighet","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.5,10,16.5,575,51,37,671,7.60059612518629,5.51415797317437
"154","Blekinge","2010","Vård & omsorg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.1,3.5,7.6,NA,NA,NA,NA,NA,NA
"155","Blekinge","2010","Vård & omsorg","män",NA,NA,NA,NA,NA,NA,NA,NA,6.2,6.9,13.1,NA,NA,NA,NA,NA,NA
"156","Blekinge","2010","Vård & omsorg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,4.3,3.8,8,4164,258,674,5140,5.01945525291829,13.1128404669261
"157","Blekinge","2011","Barn- och fritid","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.6,9.4,15,NA,NA,NA,NA,NA,NA
"158","Blekinge","2011","Barn- och fritid","män",NA,NA,NA,NA,NA,NA,NA,NA,9.6,15.2,24.8,NA,NA,NA,NA,NA,NA
"159","Blekinge","2011","Barn- och fritid","totalt",NA,NA,NA,NA,NA,NA,NA,NA,6.2,10.2,16.5,1589,201,175,2034,9.88200589970502,8.60373647984268
"160","Blekinge","2011","Bygg","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Blekinge","2011","Bygg","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,NA,NA
"162","Blekinge","2011","Bygg","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.1,14.4,19.6,2040,120,144,2318,5.17687661777394,6.21225194132873
"163","Blekinge","2011","Data-, el- och energiteknik","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.8,11.1,15.9,NA,NA,NA,NA,NA,NA
"164","Blekinge","2011","Data-, el- och energiteknik","män",NA,NA,NA,NA,NA,NA,NA,NA,5.6,11.1,16.7,NA,NA,NA,NA,NA,NA
"165","Blekinge","2011","Data-, el- och energiteknik","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.6,11.1,16.7,2484,219,192,2971,7.37125546953888,6.46247054863682
"166","Blekinge","2011","Fordon","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","Blekinge","2011","Fordon","män",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,NA,NA,NA,NA,NA,NA
"168","Blekinge","2011","Fordon","totalt",NA,NA,NA,NA,NA,NA,NA,NA,5.8,10.3,16.1,1672,128,96,1905,6.71916010498688,5.03937007874016
"169","Blekinge","2011","Gymnasieingenjör","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,5.1,5.1,10.2,NA,NA,NA,NA,NA,NA
"170","Blekinge","2011","Gymnasieingenjör","män",NA,NA,NA,NA,NA,NA,NA,NA,2,7.1,9.1,NA,NA,NA,NA,NA,NA
"171","Blekinge","2011","Gymnasieingenjör","totalt",NA,NA,NA,NA,NA,NA,NA,NA,2.2,7,9.2,1807,58,NA,2033,2.85292670929661,NA
"172","Blekinge","2011","Handel- och administration","kvinnor",NA,NA,NA,NA,NA,NA,NA,NA,4.8,6.4,11.2,NA,NA,NA,NA,NA,NA
"173","Blekinge","2011","Handel- och administration","män",NA,NA,NA,NA,NA,NA,NA,NA,5.6,9.7,15.3,NA,NA,NA,NA,NA,NA
